,Name,reviewContent,rating,SentimentLabel
459,Gioia Candy & More,"I like their truffles, mint meltaways and chocolate covered pecans. I believe that the prices are comparable to other candy shops. The service is not  bad but for a specialty shop, could be better. whenever I go, there's a lady and she 's always aloof. I plan to try the gelato very soon.",3,Negative
460,Gioia Candy & More,"Overpriced yummy truffles - I'll take any day... lol. Some of the goodies in the store are ok priced, but some are soooo overpriced that it hurts.... 3 truffles is like $12... Otherwise it is a convenience if you are around. The owners are not too sweet and what really bothers me is they never issue receipts, so I don't know how they do their books...",3,Negative
461,Giordano's,"I would give this place 3.5 stars if I could be more specific. But it's not worth a 4 in my opinion. Our service was decent, not bad at all. If you are in a hurry though, might wanna skip this place. It was 2:30pm on a Thursday, no lunch or dinner rush, we didn't get out of there until 3:50pm and just ordered a small deep dish pizza (canadian bacon, peperoni, and black olives). The small was enough to feed 3 adults easily and we were stuffed. The pizza was good... the cheese was amazing, but the sauce was just not to my liking, maybe it was just me though and my taste buds because my boyfriend and son really liked it...",3,Negative
462,Giordano's,"If you go here, you have to get the Chicago deep dish.  You aren't really experiencing Giordano's if you get a hand tossed pizza here.  Also, the spinach artichoke dip is incredible.  One small pizza deep dish was enough for me and my sister after the spin dip. You gotta know you will have to wait probably an hour or more if you go there for dinner.  If you are 21, you can knock a few back in the bar section while you wait for your table.  It's also really close to the Chicago Conrad hotel.  We just walked there and it took about 4 or 5 minutes.",5,Negative
463,Giordano's,All I have to say is this is the best pizza I have ever had in my life!! I'm from California and the 'chicago' style pizza they have there is a disappointment now that I tasted Giordano's. If only one of them can open a location up in Cali. I have to live with Patxi's and Zachary's which are just sad. The thing you must do though is make sure to order ahead or you'll be stuck for a very very long time.,5,Negative
464,Giordano's,"My friend and I ordered calamari for starters then a10-inch pepperoni and sausage-stuffed deep dish cheese pizza at this spot. Both were presented in generous portions! The calamari was delectably crispy while the deep dish had extremely tasty and thick mozzarella. At first, a ten-inch diameter for a pizza seems just enough for two .. but with this chicago deep dish, it is definitely more than enough! There is a 30-min wait for the pizza to be served but with food this good, it is well worth the wait!",4,Positive
465,Giordano's,"Never having had Chicago style deep dish pizza before, I was very intrigued and surprised trying it for the first time. I always thought deep dish pizza just meant thicker crust and more dough. But it turns out Chicago deep dish pizza isn't 'deep' in a sense that the dough is thicker, but more so it's deep like a pie. In fact, the crust is actually quite thin! It's the many layers of toppings and cheese that makes it thick. My friends and I ordered the 'Large Special Deep Dish Pizza ($26.75) - Sausage, mushrooms, green peppers, onions'. It took 40 mins to prepare and cook, and we were tempted to order other things on the menu like salad and pasta while we waited. But we persevered, and when it finally came, it was worth it! The large pizza is cut into 8 slices that are seemingly manageable",4,Positive
466,Giordano's,"Never having had Chicago style deep dish pizza before, I was very intrigued and surprised trying it for the first time. I always thought deep dish pizza just meant thicker crust and more dough. But it turns out Chicago deep dish pizza isn't 'deep' in a sense that the dough is thicker, but more so it's deep like a pie. In fact, the crust is actually quite thin! It's the many layers of toppings and cheese that makes it thick. My friends and I ordered the 'Large Special Deep Dish Pizza ($26.75) - Sausage, mushrooms, green peppers, onions'. It took 40 mins to prepare and cook, and we were tempted to order other things on the menu like salad and pasta while we waited. But we persevered, and when it finally came, it was worth it! The large pizza is cut into 8 slices that are seemingly manageable",4,Positive
467,Giordano's,Best pizza I ever! Nuff said...,5,Positive
468,Giordano's,"Giordano's.  Pizza.  Stuffed.  Me.  Stuffed.  Pure satisfaction. So, I went here on a convention once and boy was I pleased.  You cannot get stuffed pizza this good anywhere on the west coast.  So we're all kind of buzzed from the nice cool pitcher(s) of beer that we managed to polish off while they were baking our 14' large stuffed pie, and we have some friends from Southern California there, and they are absolutely starving, and we sort of forgot to tell them that they give you forks and knives for a reason.  Hot pizza sauce, short pants, good times.",4,Positive
469,Giordano's,"Giordano's.  Pizza.  Stuffed.  Me.  Stuffed.  Pure satisfaction. So, I went here on a convention once and boy was I pleased.  You cannot get stuffed pizza this good anywhere on the west coast.  So we're all kind of buzzed from the nice cool pitcher(s) of beer that we managed to polish off while they were baking our 14' large stuffed pie, and we have some friends from Southern California there, and they are absolutely starving, and we sort of forgot to tell them that they give you forks and knives for a reason.  Hot pizza sauce, short pants, good times.",4,Positive
470,Giordano's,"Best Deep Dish Pizza ever, period. My fav is spinach and pepperoni. This location is nice but very touristy, it is downtown Chicago after all. Great place to come with the Fam.",5,Positive
471,Giordano's,"Holy moley! I've had deep dish before, but never in Chicago and not quite like this. I'm just gonna put out there before I review that I prefer thin crust NY style pizza when I have a choice of pies and I am also lactose intolerant. There was a little bit of a wait, about 20 minutes or so, but I was ok with that. We were able to put in our pizza order before we got a table which was good. Now for the pie, it was truly a pie. The crust was thick and firm, the sauce was on top and the cheese was sandwiched in the middle. It was gooey and a bit too cheesy and salty for my taste, but my hubby loved it. He made me go there two nights in a row. When in Chicago, I guess. The salad I got, a Caesar, was just ok. Go for the experience.",3,Positive
472,Giordano's,"Holy moley! I've had deep dish before, but never in Chicago and not quite like this. I'm just gonna put out there before I review that I prefer thin crust NY style pizza when I have a choice of pies and I am also lactose intolerant. There was a little bit of a wait, about 20 minutes or so, but I was ok with that. We were able to put in our pizza order before we got a table which was good. Now for the pie, it was truly a pie. The crust was thick and firm, the sauce was on top and the cheese was sandwiched in the middle. It was gooey and a bit too cheesy and salty for my taste, but my hubby loved it. He made me go there two nights in a row. When in Chicago, I guess. The salad I got, a Caesar, was just ok. Go for the experience.",3,Positive
473,Giordano's,"My friend took me there and rant about how it's the best Pizza place in town. One word: OVERRATED!  The service was decent, the food was ok.",3,Positive
474,Giordano's,"My friend took me there and rant about how it's the best Pizza place in town. One word: OVERRATED!  The service was decent, the food was ok.",3,Positive
475,Giordano's,"If Chicago style pizza is your thing, look no further than Giordano's. Thick, butter-y crust filled with creamy cheese and all the topping you can handle.",4,Negative
476,Giordano's,"Deep dish pizza made fresh (or at least I assume so because it took about 40 minutes to arrive--though in all fairness, they warned us.). We had one deep dish pizza and one regular pizza. On a quick trip to Chicago, it's perfect to be able to eat some Chicago style deep dish pizza. The sauce is on top and the cheese and toppings below. The crust is really buttery, which is not my favorite, but for a bit of pizza and a different style, it's worth it.",4,Negative
477,Giordano's,"Deep dish pizza made fresh (or at least I assume so because it took about 40 minutes to arrive--though in all fairness, they warned us.). We had one deep dish pizza and one regular pizza. On a quick trip to Chicago, it's perfect to be able to eat some Chicago style deep dish pizza. The sauce is on top and the cheese and toppings below. The crust is really buttery, which is not my favorite, but for a bit of pizza and a different style, it's worth it.",4,Negative
478,Giordano's,"forget the others with more famous names, this is the best deep dish pizza in chicago and the world.  spinach pie is to die for. absolutely delicious. the only problem is you can't eat as much of it as you crave because they are so filling.",5,Negative
479,Giordano's,"forget the others with more famous names, this is the best deep dish pizza in chicago and the world.  spinach pie is to die for. absolutely delicious. the only problem is you can't eat as much of it as you crave because they are so filling.",5,Negative
480,Giordano's,"I love this location! There are a few more Giordano's in the Chicagoland area, but this one is the best in my opinion. Pizza is always made the way I love it. Deep dish is the way to go. You're in Chicago for goodness sake! Service is relatively good, so can't complain!",4,Positive
481,Giordano's,"We read many reviews for Chicago deep dish pizza.  This one was recommended by the hotel. I am so glad me and my family chose to listen to their choice. We did have to wait 45 minutes in their hot lobby, but it was worth it. Outstanding pizza.  Best I have ever had.",5,Positive
482,Giordano's,"We read many reviews for Chicago deep dish pizza.  This one was recommended by the hotel. I am so glad me and my family chose to listen to their choice. We did have to wait 45 minutes in their hot lobby, but it was worth it. Outstanding pizza.  Best I have ever had.",5,Positive
483,Giordano's,"CHOMP. As you can see from my profile picture, I like Giordano's.  I've reviewed a handful of restaurants on yelp, but this has been a favorite of mine for quite some time. They're deep dish is easily the best I've ever had, although I've heard of a few classic Chicago chains lurking out there that I have yet to sample.  Still, Giordano's pizza is a mouth-drooling gigantic slice of epicness presented to you on a metal platform as if it knows just how good it is.  The Italian in me I'm pretty sure was beating up the Belgian in me when I first saw the slice in all it's glory.  Top it off with some grated parm, and your good to roll. The service isn't great, but that's almost traditional when it comes to Pizza.  In New York you get insulted when ordering the floppy, in Chicago you get ignored",5,Positive
484,Giordano's,"CHOMP. As you can see from my profile picture, I like Giordano's.  I've reviewed a handful of restaurants on yelp, but this has been a favorite of mine for quite some time. They're deep dish is easily the best I've ever had, although I've heard of a few classic Chicago chains lurking out there that I have yet to sample.  Still, Giordano's pizza is a mouth-drooling gigantic slice of epicness presented to you on a metal platform as if it knows just how good it is.  The Italian in me I'm pretty sure was beating up the Belgian in me when I first saw the slice in all it's glory.  Top it off with some grated parm, and your good to roll. The service isn't great, but that's almost traditional when it comes to Pizza.  In New York you get insulted when ordering the floppy, in Chicago you get ignored",5,Positive
485,Giordano's,"Gooey, heavy and stinkin delicious. Yes the wait was about 45 minutes at 4pm on a weekday but I think it was totally worth it. My friend and I split a 10in pizza with 3 toppings and we both barely finished 2 slices each. I was really surprised by the crust, it seemed more like a crumbly pastry to me but I really really liked it. A little too much cheese for my taste but eh, how often will I really eat authentic Chicago deep dish pizza? There was a large group of us (14) and we were accommodated well and in good time. After we all finished we walked [very] leisurely back to the hotel and passed out in our own individual food comas. We all had leftovers but those brave enough to eat theirs were still satisfied with the taste though the crust had lost a bit of its magic. All in all, I'd say t",4,Positive
486,Giordano's,"Anyone who lives in Chicago knows that Giordano's has the best deep dish Chicago Style Pizza around! Not only do they have great pizza but the whole menu, including the pasta's are great!",4,Positive
487,Giordano's,We had the small spinach & mozzarella pizza.  Half of it is seriously enough for 2 people.  Not much taste other than the cheese.,3,Negative
488,Giordano's,We had the small spinach & mozzarella pizza.  Half of it is seriously enough for 2 people.  Not much taste other than the cheese.,3,Negative
489,Giordano's,"I don't get it.  The service was fine, and the appetizers were ok, but the pizza was not good at all.  I've had plenty of deep dish before, but this was essentially melted cheese on a plate (and this is coming from somebody who loves cheese).  The crust isn't that good and the sauce is so non-existent that i couldn't tell you how it tastes.  This might be a tourist spot, but if you live in the city, you can definitely find better.",2,Negative
490,Giordano's,"Deep dish pizza is of course a staple of any tourist visit to Chicago, but somehow the pizza at Giordano's did not leave a lasting impression on any of us. While it is undeniable that we love pizza, something about having to wait thirty to forty minutes for a pizza that is basically a lasagna with a crust seemed less than appealing to me. On our lunch visit, we ordered a twelve inch diameter medium special, which includes sausage and mushrooms with green peppers and onions, for our group of three and none of us could stomach the amount of cheese loaded into each bite of the pizza. Honestly, there is nothing about the pizza that a picture would have trouble communicating, but at the minimum, it was nice to have a waitress that understood our pain of eating the amount of cheese we did. And i",3,Negative
491,Giordano's,"I loveee Giordano's deep dish & to all my fellow Chicagoians i know, i know it's very anti-Chicago to eat at chain restaurants but before you curse me and make me move to the suburbs i've tired every pizza place in my neighborhood & for deep dishes they make it best perfect dough and they put the toppings under the cheese like a true deep dish.  They are a little pricey for pizza but you gotta pay sometimes for quality.  If you come to visit check it out",5,Negative
492,Giordano's,"Although I don't like greasy food, but the pizza here was delicious! Waiter was super friendly. It took a bit long for them to make the pizza. the Pizza was fresh made and tasty.",3,Positive
493,Giordano's,"The deep dish is much more filling than you think! Make sure to add a few toppings, otherwise the pizza is a rather large cheesy bread. Left overs make a great a meal for lunch the next day. Service is fast, but waiting for the deep dish is usually around half an hr.",3,Negative
494,Giordano's,"Was visiting a friend in Chicago and she insisted we had to go to Giordano's. I love deep dish so I was all for it. We called ahead and said we'd pick up because it's usually crazy busy. We arrived about 20 minutes later and the place was packed! People waiting in line, people at the bar, people waiting to be seated. This place must be great. It took about 15 extra minutes (only complaint) but we finally got our extra large, deep dish, cheese with green peppers pizza. It smelt and tasted absolutely decadent. Everything fit together perfectly and I'd go back there in a heart beat. If they don't serve this is Heaven, I'm not going.",4,Positive
495,Giordano's,"Was visiting a friend in Chicago and she insisted we had to go to Giordano's. I love deep dish so I was all for it. We called ahead and said we'd pick up because it's usually crazy busy. We arrived about 20 minutes later and the place was packed! People waiting in line, people at the bar, people waiting to be seated. This place must be great. It took about 15 extra minutes (only complaint) but we finally got our extra large, deep dish, cheese with green peppers pizza. It smelt and tasted absolutely decadent. Everything fit together perfectly and I'd go back there in a heart beat. If they don't serve this is Heaven, I'm not going.",4,Positive
496,Giordano's,"I am a HUGE pizza lover. If I could I would make all my favorite dishes into a type of pizza. My friends and I stumbled upon Giordano's when we took a road trip to Chicago. We heard about Chicago pizza, but didn't know what to expect let alone from this restaurant. We ordered the deep dish and it was really tasty. I did think it had a little too much tomato sauce, but I still finished a slice and helped myself to another.  How could a pizza lover resist another slice?!  We also ordered their mozzarella sticks and calamari for appetizer. Those were good as well. Perhaps I was just hungry, but their mozzarella sticks were extra good and extra cheesy. Our server was also very sweet, which made our experience awesome. I came here with not many expectations and I was not disappointed. I must ad",4,Positive
497,Giordano's,"Believe the hype.  This place is UH-MAZING!  We were soooo lucky to waltz right in and get a table at 6:30 on a Tuesday.  The pizza was SOOOOO GOOOD!  We had the cheese and the supreme.  Both were delicious.   The only tip I've got is Don't Come Here Starving.  The pizza takes up to 40 minutes, so factor that in.  You can order a salad or something light, or eat an hour or so before.  However, this pizza is worth the wait!!",5,Positive
498,Giordano's,"Wow, I enjoyed the place.  The pizza was amazing.  The drinks flowed.  That is all I remember.  Will go back to find the friends I misplaced after the experience.",5,Positive
499,Giordano's,"I really liked this spot. The red checkered tablecloths and the large dining room full of happy munching people gave a good vibe from the start. We were there at lunch time during the week and we got seated in less than 10 minutes. They served local beers on tap and had a huge menu of Italian pastas, pizzas and fried apps. We went for the zucchini sticks and a veggie stuffed pizza, and we were not disappointed. The pizza was delicious, not too soggy in the middle(as deep dish pizzas are prone to be), not too well done on the edge, just perfect. I got a great taste of Chicago at Giordano's.",4,Positive
500,Giordano's,"Gino's vs Giordano's Part II 'Overindulgence is a state of mind.  The stomach will ALWAYS accommodate, if the mind allows.'                                            - A very wise (and fat) man - That's right folks!  If you've tuned in, then you know that this is the sequel to the much anticipated head to head duel of Chicagoland's deep-dish pizza heavyweights.  Who will take the crown?  Read on to find out. Round 1- History: Per Giordano's own menu, the place first opened its doors in February 1974 by two brothers from the 'old country' who tried to recreate Mamma's recipe (aw, shucks).  Contrast this with Gino's tale (as noted on their lovely paper placemats) of two taxi-driving paisanos and their bud who got bored and opened the doors of their first pizzeria in 1966. Dilemma: old word ",4,Negative
501,Giordano's,"THE BEST Chicago Deep Dish pizza... hands down.  I especially like the spinach one.  If I have out of town guest who want to try Chicago style pizza, I take them here. Now, there are some things you do have to note: 1.  If you are going to eat here, make sure that you like the person that you a going here with.  The wait for seating can be long.  If you are ordering a deep dish pizza, it does take 45- 1 hour to cook. 2.  See note above, do not stuff yourself on salad or drinks because 3.  One slice of deep dish pizza is a meal.  No, seriously.  All that cheesy tomato goodness is A LOT.  This is Chicago Style Pizza!!  This Pizza is thick and hearty enough to start a bar brawl. I prefer to go in the middle of the week. Too bad its soooo bad for you!",5,Negative
502,Giordano's,"I dont know much about the deep-dish but the pizza from this place was really good. Front desk from our hotel told us that its better to order and pick up, cause it gets pretty packed and crazy in there and so we did. The pizza was very fresh, ton of cheese and the dough was just so good. Cheesy garlic bread was ok.",4,Positive
503,Giordano's,"I dont know much about the deep-dish but the pizza from this place was really good. Front desk from our hotel told us that its better to order and pick up, cause it gets pretty packed and crazy in there and so we did. The pizza was very fresh, ton of cheese and the dough was just so good. Cheesy garlic bread was ok.",4,Positive
504,Giordano's,"The reason why I gave this rating during my trip to Chicago: After a late evening flight, arrived here hungry for some great pizza.  Waited 40 minutes for an order messed up by the waitress. I wanted to try the pizza, but only got to have the garlic bread. No manager that night attempted to make it right but gladly took the money for the bread.  I will find another place to experience deep dish.  Will they make it right?  Let's see if they reply...",1,Negative
505,Giordano's,"The reason why I gave this rating during my trip to Chicago: After a late evening flight, arrived here hungry for some great pizza.  Waited 40 minutes for an order messed up by the waitress. I wanted to try the pizza, but only got to have the garlic bread. No manager that night attempted to make it right but gladly took the money for the bread.  I will find another place to experience deep dish.  Will they make it right?  Let's see if they reply...",1,Negative
506,Giordano's,"Y U NO PUT ENOUGH MARINARA SAUCE IN YOUR DEEP DISH PIZZA?!?! Also, the crust was... hard? My knife was really struggling to get in there and cut you. Don't worry, knife; you are not alone. my teeth also struggled. The cheese to sauce ratio was way off. It's like the gum to tooth ratio. There are some times when you'll lower your standards because hey, you like them enough to look past those superficial 'flaws.' You love their personality. But let's get real, Giordanos, you didn't quite have the personality to allow me to look past your outer flaws. Your pizza personality was nothing special, and your looks were just not doing it for me. Also, I think the waitress was having an off day. I don't know if she was slightly rude or if that was one of your cute little idiosyncrasies you were hopi",2,Negative
507,Giordano's,"You can't visit the Windy City and not indulge in a stuffed, deep dish pizza...it's like going to Vegas and not gambling!!!   My girlfriend and I ordered a small (mind you) pepperoni.  We waited about 30 minutes for it, but they tell you ahead of time that it takes that long...I hate waiting esp. when it comes to food, but it was so worth it!  Each piece had to be atleast a couple of inches thick and layered with CHEESE, CHEESE, CHEESE!  Everything melted together perfectly...each bite was like heaven.  We each only had a piece...we were totally stuffed and satisfied. If you order a day or so earlier, you can request the pizza of your choice and they will freeze it for you to take home.  Between us, we brought four pizzas back and totally did not mind lugging it around the airport!!!",4,Positive
508,Giordano's,Got there 5 mins before closing and they wouldn't seat us.  Gave us attitude too!,1,Negative
509,Giordano's,"Good pie, the next time in in town I will defiantly go back.",4,Positive
510,Giordano's,ONe of the best deep dish pizza places in Chicago - always a long wait but the pre-order makes it worth it; always take my out of town guests here for deep dish!,5,Negative
511,Giordano's,"I ordered a deep dish pepperoni, sausage and mushroom pizza and although it took an hour for it to be delivered, it was well worth the wait.  The pizza was filled with cheese and yummy goodness and the crust is so addicting - it is buttery and light and just the perfect combo for a carb lover.  I could only eat 2 pieces before passing out but so good - a must try!  I also heard that the spinach stuffed pizza was good too - try this place!",5,Positive
512,Giordano's,"I am fat and I like meat.  I was forced to get a vegetarian pizza because my manatee doesnt eat meat.  Eventhough I was unable to try their sausage and pepperoni the spinach and cheese pizza was one the best I have ever eaten.  As a fatty, I should be able to pound this thing down.  But even for a pizza for 2 we were unable to eat it all.  My stomach was in shock and disheartened.  The pizza here lives up to the hype.",5,Negative
513,Giordano's,"No visit to Chicago is complete without stuffing your face full of deep dish pizza!  Giordano's did not disappoint.  We ordered a crapload of food: a small deep dish Chicago style pizza, a small thin crust pizza (in case we got tired of chewing on deep dish), a hot italian beef sandwich, an order of spaghetti with meatballs, and an order of mozzarella sticks.  We also had garlic bread and minestrone soup.  It was a monster feast!  The tomato sauce used on the pizza and pasta was really good.  Everything was pig-out heaven.  Word of warning though - leftovers do not taste as good!  This stuff must be eaten fresh!",4,Negative
514,Giordano's,Place this right behind malnatis because the crust isn't as good..thicker but not as tasty..better layers here..sauce was good..service was bad barely tipped..would def go back though but not over malnatis..fried shrooms and mozz were ok,3,Negative
515,Giordano's,"If you have found this entry, chances are you have already have heard of the reputation of this place.  The most complaints you might see about this establishment is the wait. WELL WORTH IT.  The pizza is beyond your dreams, and I am pretty sure if you go solo and eat over half they will call you a complimentary ambulance.",4,Positive
516,Giordano's,"Friendly people, very fast service, convenient location and delicious food.",5,Positive
517,Giordano's,"Giordano's suffers from an incorrect C:C:S ratio (crust:cheese:sauce). Way too much crust. And it's not even real crust, it's like a loaf of bread that's been rolled into a circle and happens to have some toppings on it. If you're the sort of pizza eater who loves eating breadsticks and ripping off the back 'wall' of pizza crust so you can dip it in marinara sauce or garlic butter, then you probably enjoy Giordano's a lot. Frankly, I don't understand the appeal. But they do have a good lunch special - $5 for a baby stuffed pizza.",3,Positive
518,Giordano's,"Being a deep dish virgin, this type of pizza is 100% the bomb . com and I don't think I'll ever be able to go back to thin pizza!  After debating for a few minutes on Giordano's and Geno's East with the locals at Lizze McNeill's, we finally decided on Giordano's simply because they delivered.  My friend from Chi-town informed me with deep dish, it's all about the crust and the sauce on the pizza. I learned there's savory crust and even sweet crust, that has the taste/consistency of cornbread (which just seems weird to me).  I'm upset I never had a conversation with my friend's dad since he's supposedly a deep dish snob/conoisseur. We had Giordano's delivered to Lizze McNeill's in the loop for my last Chi-town dinner.  It was simply too cold to leave the bar.  I was aware this would take at",4,Negative
519,Giordano's,"Meh. This place seems to get mixed reviews...so here's mine! We ordered a deep dish and I was expecting much better for all the hype this place has! Nothing really stood out about this pizza: sauce was ok, cheese was ok, toppings (well, fillings) were ok too. It was just ok. It got the job done, we walked out full but I definitely didn't have the 'WOOO, I just had the bestest Chicago-style deep dish pizza evAr' feeling that I was hoping to get. Not going to be telling my friends to check this place out, but hey, I guess I've tried real deep dish now.",3,Positive
520,Giordano's,"I hate you Giordano's. As I'm sitting here two time zones west of you, all I can do is dream about having another meal at your place. **Raises fist in the air** We originally were planning to grab take out since you need about 30 minutes of wait time when you order a stuff crust pizza. The weather was nice, so maybe some pizza in Millennium Park was the idea. We phoned it in and took our time walking over. However, when we walked into the place and saw that it wasn't over flowing with people, we quickly asked if it would be okay we dined in instead. Simple décor, what a pizzeria should look like: checkered table cloths, long dining rooms, a full bar in the corner. All it was missing was an mini arcade for the kids! Dining in was actually their benefit because we ended ordering the chicken ",4,Negative
521,Giordano's,"I love that Giordano's is open so late but the service was pretty slow. I also don't get why we had to wait 20+ minutes to be seated when the place is huge and there were plenty of open tables. On to the food.. I'm still debating whether it was a mistake to get that artichoke dip because although it was totally mediocre and left me with less room for that MASSIVE deep dish pizza, it took sooo long to get the food that I absolutely needed something to munch on. Anyway, the pizza actually did have really good quality ingredients but there was SO much cheese. I love deep dish pizza but omg I'm talking several inches of cheese. I literally could have had a heart attack on the spot at this place. The crust was delicious though. Honestly I wanted to throw up after eating there but now I'm cravin",4,Positive
522,Giordano's,"As my first trip out to Chicago, I knew I definitely had to hit up a deep dish pizza spot. Giordano's is very close to the Fairmont Hotel so we took a short stroll on a Saturday night around 8:30pm. The wait for a party of four took about ten minutes; not bad. The restaurant is classic and spacious. One look at a medium deep dish pizza and the boyfriend and I knew we were going to order a small. We had sausage and jalapenos, a very scrumptious combo. After two slices each on a small, we still had two slice leftover. It takes about 30-40 minutes for the pizza to bake so prepare on waiting. But so worth it. Every bite was yummy till I couldn't take another.",4,Positive
523,Giordano's,"As my first trip out to Chicago, I knew I definitely had to hit up a deep dish pizza spot. Giordano's is very close to the Fairmont Hotel so we took a short stroll on a Saturday night around 8:30pm. The wait for a party of four took about ten minutes; not bad. The restaurant is classic and spacious. One look at a medium deep dish pizza and the boyfriend and I knew we were going to order a small. We had sausage and jalapenos, a very scrumptious combo. After two slices each on a small, we still had two slice leftover. It takes about 30-40 minutes for the pizza to bake so prepare on waiting. But so worth it. Every bite was yummy till I couldn't take another.",4,Positive
524,Giordano's,Amazing deep dish pizza.   My friend and I ordered a medium stuffed crust pizza and had 1/2 left over.   Thick and really hearty.   Order when you get on the waiting list as the wait is long.,4,Negative
525,Giordano's,"Im a fan of Giordano's even though i gave it 3 stars I tried the Deep Dish Cheese Pizza. The pizza was excellent. My only issue is that the i didnt enjoy the crust. I really like the crust on pizzas. The cheese was really abundant in this pizza pie! Almost too much for my taste. My issue is that i couldnt eat this pizza everyday. If i cant eat you pizza everyday i cant give you 5 stars. If you choose to go i would reccomend the stuffed crust pizza. My biggest issue was that i took about a hour for my pizza to be cooked. I understand there is a process....blah blah blah .....no one wants to wait an hour for a pizza! Besides that the waitstaff were nice, the location was excellent and prices were beyond reasonable. Take the fam out for a nice pizza dinner, just make sure you havent had a lot",3,Positive
526,Giordano's,"Im a fan of Giordano's even though i gave it 3 stars I tried the Deep Dish Cheese Pizza. The pizza was excellent. My only issue is that the i didnt enjoy the crust. I really like the crust on pizzas. The cheese was really abundant in this pizza pie! Almost too much for my taste. My issue is that i couldnt eat this pizza everyday. If i cant eat you pizza everyday i cant give you 5 stars. If you choose to go i would reccomend the stuffed crust pizza. My biggest issue was that i took about a hour for my pizza to be cooked. I understand there is a process....blah blah blah .....no one wants to wait an hour for a pizza! Besides that the waitstaff were nice, the location was excellent and prices were beyond reasonable. Take the fam out for a nice pizza dinner, just make sure you havent had a lot",3,Positive
527,Giordano's,"I'll make this a quick review, because there are so many already.I give Giordano's 5-stars because it is always good, always what I ordered, and always within the time-frame of the order (if delivery).  Eating in is always great, as the atmosphere is fun, Italian-ish, has a bar, personable waiters/waitresses, and just all-around a good time to be had.The food is spectacular.  It is the best deep-dish (or otherwise) pizza I have had in this city so far.  I have had Giordano's, Connies, Uno's, etc, and Giordano's wins hands down by far.  It is even great delivered, if not better.  I had Giordano's, in fact, twice this week with friends from out of town, and the better of the two (if I can even compare them) was the delivered pizza, I think.  It may have had to do with the temperature of the ",5,Positive
528,Giordano's,"Hearing all the buzz about Chicago pizza coming from Las Vegas, we definitely had to try it and since Giordano's claimed to have the 'famous Chicago stuffed pizza' we gave the restaurant a go. However, be prepared to be waiting; waiting to be seated, waiting to be served, waiting for food. On a Saturday summer afternoon, the place was busy and the temperature was warm. The air was not very refreshing coming from the humid outdoor weather (and coming from Las Vegas where every store has sub-zero temperatures, this was not a good start). Although the wait was told at 35 minutes, is probably only took them 15 minutes to seat. When seated, however it did take another 5-8 minutes for a server to come over. They do warn you on the menu that Chicago deep-dish pizza does take a 30-40 minute wait s",2,Negative
529,Giordano's,"Hearing all the buzz about Chicago pizza coming from Las Vegas, we definitely had to try it and since Giordano's claimed to have the 'famous Chicago stuffed pizza' we gave the restaurant a go. However, be prepared to be waiting; waiting to be seated, waiting to be served, waiting for food. On a Saturday summer afternoon, the place was busy and the temperature was warm. The air was not very refreshing coming from the humid outdoor weather (and coming from Las Vegas where every store has sub-zero temperatures, this was not a good start). Although the wait was told at 35 minutes, is probably only took them 15 minutes to seat. When seated, however it did take another 5-8 minutes for a server to come over. They do warn you on the menu that Chicago deep-dish pizza does take a 30-40 minute wait s",2,Negative
530,Giordano's,"Best Pizza in the world. Better than Lou Malnatis or Gino's East! The deep dish is the best. No one comes to Giordanos and gets a thin crust!!! The sauce is perfect (YES IT IS ON TOP IF THE CHEESE), the cheese gooey, and the double crust is heaven. Perfectly spiced.One slice fills me up of pepperoni and cheese. The service is never bad in my experience and I like the atmosphere, very Italian. They have a lunch special too which I always get , you get a salad or soup, your own indvidual stuffed pizza, and a can of pop for like $7 bucks. The sandwiches and appetizers are also delicious, my mom always gets the chicken.  But....get the pizza you won't be sorry trust me!! Greasey flat New York Pizza does not come close...AT ALL!",5,Positive
531,Giordano's,"Lunch here felt functional.  Like a filling station, only less efficient. Spinach pizza was premade and came right out.  Speed good.  Taste bad.  Not fresh.  Low flavor impact.  Not nearly as good as some of my Bay Area favorites, which was especially disappointing. I'm wondering if Giordano's is still effectively 'famous' or if at this point it's merely 'widely available.'  There's a difference.",2,Negative
532,Giordano's,"Lunch here felt functional.  Like a filling station, only less efficient. Spinach pizza was premade and came right out.  Speed good.  Taste bad.  Not fresh.  Low flavor impact.  Not nearly as good as some of my Bay Area favorites, which was especially disappointing. I'm wondering if Giordano's is still effectively 'famous' or if at this point it's merely 'widely available.'  There's a difference.",2,Negative
533,Giordano's,"Amazing pizza, great service and a relaxed lunch = FIVE STARS!  If you're in Chicago this is the place to go.  I will warn you that a stuffed pizza takes 45 minutes to bake and a thin crust is 30 minutes so if you're about to pass out from hunger get the thin.",5,Positive
534,Giordano's,"Amazing pizza, great service and a relaxed lunch = FIVE STARS!  If you're in Chicago this is the place to go.  I will warn you that a stuffed pizza takes 45 minutes to bake and a thin crust is 30 minutes so if you're about to pass out from hunger get the thin.",5,Positive
535,Giordano's,Good food and fair price,4,Positive
