reviewID,businessID,reviewerID,date,reviewContent,rating,usefulCount,coolCount,funnyCount
CBpSMVQwOKYH33D18Nq2kg,C4vOSg6AWI5PpTlbYViSYg,oopVitVIyEs0RAGDTltZDg,5/31/2015,"So...I really want to like this place.  It's located right behind my work and everyone is really nice for the most part, however, their food is inexpensive but still overpriced because you could literally make anything they have by yourself at home and it might even have better flavor and you wont be paying $14 for a wrap that you had to add chicken to.  It is great that they give you a side with sandwiches and they have free ice cream but you would be lucky to get your order right.  I have ordered there multiple times and had minor requests, like no cheese or extra tomato, and they consistently get it wrong and don't offer to compensate you.  I think the issue with price and quality are chain wide so you cannot blame them but they could definitely pick up the slack in other areas.",2.0 star rating,1,0,0
DYoPZIFvKOrsHAx54yIsQA,ltaJDoWtmmcBN2EHbch3oA,Ur_KKxpXG9CyEYOmqlF6jQ,6/14/2017,"Nice view, great food, and excellent customer service. Thanks to our server, Juan. He always come back and double check on our table and go out of his way to complete our experiences at the restaurant with friendly service. We ordered the chocolate croissants, rashberry muffin, and the mix plate of sausage and cheese. My friends also order cappuccino and for me, i got mimosa. The croissants were super soft and moist inside. We also ordered some macaroons from the bakery. The macaroons have different and unique flavor for each one. All of them are in the right texture, moist, and soft cream inside. We love it and definitely will come back for next visit",5.0 star rating,6,1,2
PJMil3GSSpEMSg_Y8JQtEA,2G_LdsOLFtHhekimlOeRcw,XE19JFr2z2tVNnV06bGGsA,6/7/2012,"The falafel pita I had wasn't bad, wasn't great.  The chips were lacking.  They do need to improve their line setup, confusion occurred between the salad eaters and the sandwich eaters.  Not very efficient.  Would probably go back for the kebabs since I work in the building.",3.0 star rating,0,0,0
blur1IgP4NydMQ1u3KgX2w,aCFgGok-JMpCisy8vt0jbw,Yx8iNO5fEXsHRHnv97rt1w,5/15/2014,"I had the pleasure of going to the Mid America Club for a charity event, and what an amazing space on the 80th floor of the Aon Center.  Beautiful views of the city from all angles, feels like you are flying in the sky amazing space.",5.0 star rating,0,0,0
OGBh_YWVx_TATSYRF5ewLA,mieBLLemj2lEtXwchf9psw,_7fqpvyVQaeBLJcAHotBng,1/12/2018,"Great service and food.  Had the fruit crepes and received three stuffed ones, more than I expected.  Grits were great!   The rest of our party had more traditional fair that was hearty and great tasting.   Quick to receive meal.",5.0 star rating,0,0,0
1UTvwGS0pBgMupIuNys6Lw,d3vB9xT89ZVfSS6_n-8BWA,hzmTQMkTGTUQ-aRdKAcUzA,6/17/2009,Yuuuuummm!,4.0 star rating,6,4,3
__9kNLfd7_kCsZcr7b6Dng,7FNu-uITDfg-IdCEfF239A,ci7SrSICoxwZhxxCS2m30Q,2/13/2017,"Love this place. Everyone is extremely welcoming , polite and kind. I love ALL the alternative options to keep my fitness goals in tact. The team is pretty fucking sweet I'm assuming due to the strong leadership exhibited by the general manager Derrick he's a great guy! Keep up the great work and I'll see you guys tomorrow same time",5.0 star rating,0,0,0
npnSRHa6I48Dr5fQtKPXaA,GJcVSVrqllB6EGOP2Q0y9A,Iru-2x7RRQQx19uFQ0Kwmw,6/6/2011,"It's the Popeye's in the Loop that stays open latest, and always has a lot of traffic. They don't accept newspaper coupons - the cashier pointed to an obscure posting on the wall stating that they stopped accepting them as of February 2011.",3.0 star rating,2,0,0
R1W6nSGIELCLbl4o9ZM6AA,EXmkYu2dhGQjydFv23b-_A,X3iiQqo20DPKLbfbRfR3UQ,11/30/2017,"Bottle Blonde is one of those places where you can grab some pizza with your friends to watch a big game or be caught booty poppin' all over the dance floor on a Saturday night. Needless to say, there's something here for everyone. From Bros to hipsters, it's an environment that has tons of energy. The bar staff was INCREDIBLY friendly, note we went between 8-10pm on a Saturday, to the point where my boyfriend and I had to think about if we looked like we needed help. It's refreshing to interact with a staff who cares about their customers, especially at a bar. My sister turns 21 in July, I already know where one of our stops will be!",4.0 star rating,0,0,2
CducAWXr_a9qVwA9F-4tAA,VP2cA_5oLsuF56CkenjphA,hs29dcpwgsLRyf4Tm6_8WQ,10/6/2013,"Despite lots of trips to the Windy City, I'd never had time for a Chicago-style hot dog until this past week.  Gold Coast Dogs offers a nice combo deal - two dogs, fries and a soda - that is tasty.  I chose steamed, rather than grilled.  ""Dragged through the Garden"" with electric green relish, peppers and a tomato slice crowning everything.  They were great and the fries were tasty.",3.0 star rating,2,0,0
v6Z3nuoF9WttoHIG3zqiFA,i1hvnxiwBa8hvG-tPH-FWQ,GfFJyqLH3xwlT-5B4k2oPQ,7/27/2006,"I wouldn't eat here again.  Their rice is over cooked and the fish was slimy.   The miso soup was about all that was edible.  It's cheap, but you get what you pay for.",1.0 star rating,1,0,0
P5gD1rdTzurZB1Ps8enAdQ,p9su7Q61mmgleauIr1kysw,pJgZgnyf2WfY-9jNc73VtA,11/20/2007,"Usually buffets aren't my cup of sauce, but this was pretty alright.  There are two islands of food, one salads and another of entrees such as salmon, chicken, beef and vegetable melody, which consisted of broccolini and carrots.  I am always weary about food staying hot by over water, especially when that food starts with f and ends with ish.  The major reason for the low rating is for the service or shall I say, lack there of.  Running out of soda, okay no refills but water? And not as if su-waiters are standing around watching you eat.",2.0 star rating,0,0,0
koDg6nCj5Ww1YmStKc-Ktw,ayPQMVS3wOXBJecg7O7rAA,J11mN6A6uyIbcSQ_h0S_NA,12/2/2008,,5.0 star rating,1,0,0
eD7J8OmoC7F2rxi71hu7wA,j4Hfca8T_8YbrLIPL-2ylw,CD_6ZwHF99WmgUdIX39ZXA,6/9/2013,"Most of the other reviews have given a pretty good description of what is offered, so I won't bore you by repeating it. I feel by downtown Chicago standards, the prices are average to high depending on what you order. The quality of food is okay, and if you work in Aon Center, it is the best option for variety without leaving the building. With all of that being said, you can pay the same price and go to Wildberry, (Connected by pedway in Prudential Plaza.) or Eggy's, (In Lakeshore East that is also pedway accessible.) and sit at a nice table and be waited on. The staff at Market Thyme are all very nice and they keep the dinning room very clean. In the colder months, it is nice to have something like this in your office building. If you do not work in Aon Center, there really is no reason to come here.",3.0 star rating,0,0,0
s959JmOt8rj89vTQwc-27w,WT00rayjoQYLHqEiG0xpMQ,1V_HXX1bArtAT2DlZw9CWg,2/14/2007,"After trying to clarify my order numerous times once, I still received the wrong this.  I was angry!  However, I told the manager and he was fantastic about correcting it.  Way to go customer service!!!",3.0 star rating,1,0,0
CWaXyXhjH_tUrvGwzHI4wA,AYDcHE3EgOmA1DR578CCwA,Ia90wB4AlDK0_W1pYMYOrw,1/5/2016,"Worst ""Italian"" beef sandwich I've ever had.  It tasted like a cold Arby's beef sandwich.  Won't ever go there again.",1.0 star rating,1,0,0
qMemXASzayRpP1ANnR7PBQ,3EZJnLh_kOKvNCQg21I_4g,VSqIhSAByxIG1JJ_7SUZaQ,7/9/2008,"It was a unanimous decision to come check this place out after we had seen the menu from someone who was passing them out nearby. The place was pretty crowded, but we managed to get a seat at noon. My friends ordered roast beef and tuna sandwiches, while I opted for the turkey wrap, which came with chips and a pickle. The wrap was pretty basic, but was very satisfying. I would definitely come back and try one of their side salads and other breakfast items. Am planning on trying their coffee as well. Looks like a great selection. If you are looking for a good place to have a nice sandwich and coffee in the Loop, I would definitely check this place out.",3.0 star rating,0,0,0
01Xj_4FDCul3GPh8-qHXtg,i_8xMxH_Ftp4E197CxUUfQ,6feRQ3I9RpxRlEX7gPuJRg,2/14/2008,"OK, their soups are really good.  Really, really good.  But the prices are enough to keep me staying at work to indulge in my enticingly boring Lean Cuisine.",2.0 star rating,2,2,8
8_Nq2gYdLXrXpvucDO8sZA,S7p_Q0gcyTp3IPKJX8H9fw,9fUb2fwoSG6DgH2zcV6WrA,2/25/2015,"As someone who grew up in New Jersey, I never thought I'd find a comparable bagel anywhere else. I was happily proven wrong here.",5.0 star rating,0,0,0
x61tAjmhm6KFdXqQxUf1xw,S5Bk20D67MWN1oiotHWcSg,qd6On3kvDPethmKKGIR_Fg,12/1/2010,Was looking forward to christening the first snow day in Chicago with a deliciously warm soup.  Got the chicken dumpling soup and I was practically eating creamy chicken in sea water...  Way too salty!  Flock to this place if you're a salt lover.  The hunt club sandwich was just OK.,1.0 star rating,0,0,0
HarY-iV-_Wm0RkpdHo3TXw,qwUCLvnZLsa7qyMqFsGQ3A,_TV_mXYd-26xKXQkeiE4GQ,3/11/2008,"It's your standard, delicious, greasy fast food. They have a pretty wide variety, though-- from gyros and burgers to ribs and Italian beef to catfish strips and gumbo. They even have breakfast and milkshakes. For me, the one thing that sets this place apart from similar places is that their fries taste just like the ones Demon Dogs used to serve-- and those fries have a very special place in my heart. I would have given this place 5 stars for that alone, but I decided to take away two stars because eating here for lunch will only make you feel gross and sleepy later on in the afternoon. I'm usually willing to take that risk, though. Since Pinkys is just at  the Thompson Center, it shall become my I-hate-my-life-therefore-I-will-stuff-my-face-at-lunch spot. Yay. ;)",3.0 star rating,1,0,2
rpvAOvAP4ZjBPd454Rrksg,0lDrCk-haGBAZZeTtLwulw,Hi21OGaC2m3V49GrhPfUUQ,6/16/2010,"I love Soprafinna for breakfast, lunch, and catering.  They have amazing morning goodies including an excellent yogurt parfait.  For lunch I love their salads, pizza, or sandwhiches.  Currently they offer a 1/2 pizza & side salad that is the best deal anywhere nearby.  Since they are close we use them for catering customer events and their lunch boxes are always delicious thanks to their fresh breads and ingredients.  Also, they include an entire meal: sandwhich, fruit, chips, & a cookie.  The staff is always friendly and food is always yummy.",5.0 star rating,0,0,0
4u7j194Urp0dqAu5FapoSA,RlbsLKwnnSbf5hwOGko3Rg,gnpKL9fKTRZsaJvlq8O-Jg,6/16/2016,"I was actually kind in giving this cafe one star. I ordered the roast beef sandwich, as I didn't see anything else on the menu that was slightly appealing. The sandwich had 2 paper thin pieces of dry beef on a roll which was also very dry, as the bread was reheated. I apologized to my friends who I was treating to lunch, as I noticed they merely took two bites of their quiche. The quiche of the day was filled with a Spanish prosciutto ham which tasted like spam, and the crust was very thick and absolutely tasteless. There was NOTHING FRENCH about this cafe!!!!",1.0 star rating,0,0,1
8gI-oOmVCiWwFmutCoSToA,pkc8oSE8lSEGFvXla1J_Vg,w3WKyyPGxYNVNP9IMwBoNA,10/17/2015,"So fabulous. Great service, food and wine. A definite ""must visit"" in Chicago. Possibly the best meal we had.",4.0 star rating,0,0,0
aXJ4ME2HIsLoaGdLSIGtjQ,y3zmRXGAUH9MBo3JdjD68g,m0ZE-npUuiZilxUCOQUfIQ,7/7/2009,"HOLY CRAP!  This place did a 180 and is absolutely amazing now!  I had the worst JJ experience here a couple years ago and swore I'd never go back but it was raining out and I had a meeting upstairs from this location so I went back and really glad I did!  Service, product and cleanliness at 5 stars and they're faster than I've ever seen!  Absolutely Amazing!",5.0 star rating,0,0,0
a6jnR-V0sIEoMCkN48MB1A,0jQB40_EoCL5a5PtnGzAjQ,ybWFOrH0aSV0_OtvCJzPLg,11/16/2010,"This would be my second favorite JJ in the greater Streeterville area.  After an awful day at work, there it was, a oasis of greatness ... a bastion of hope.  It was little messy inside, but you know what?  It's brand new, who cares.  Their country club was still awesome, as were the jalapeno kettle chips, as ushe ... plus they had Cherry Coke in their fountain machine.  TRIPLE BONUS!",5.0 star rating,0,0,0
GpiLeiMvR5KRFt59R1XmNg,jxuH7pXBRP2AeYl3iZVM7g,0tXpq5JRQcvtV4hSdE00pg,7/23/2012,"The food is made fresh with fresh ingredients daily; nothing is left overnight or is old. The food tastes very delicious: sandwiches on baguettes, hot and cold wraps, the soup is phenominal (meditteranean lentil), fruit cups are overpriced but it's a restaurant not a grocery store, and the baked goods are delicious. The fair trade organic coffee isdelicious. The lunch line (noon-1pm) is quite long but moves smoothly. The staff is always friendly and competent!",5.0 star rating,0,0,0
zw93XcZ-kKq8mppVYo7Ihg,sK3sE_f8tpuFlpYc2IacNg,6izlX-WLf49UxwBHrwCSzw,12/28/2011,"Wonderful wait staff and you can always count on great food.  View of the ""mile"" was nice too.  Love the granola in the am.",4.0 star rating,0,0,0
VIhVKyjdtes6Xh7a_bNXNg,FdvDkic01XqyXwEJkC8tBg,29LJfahb-piN5vOZK7XEqw,12/22/2011,I believe that this particular location is under new management.  The food use to be very good.  I loved their hotdogs.  Now the bun is put into a microwave and the hotdog is tough and luke warm as though it has not been cooked.  This has happened on several visits.,2.0 star rating,0,0,0
Cd6blcEMqz_i2CFe45DCmA,se1nR8pwmwRgNY67dl2zdQ,20YKLrnjUto2laz03K6Jqg,7/19/2009,The Corner Bakery may seem slightly pricey but not for Downtown  Chicago. The service is very good and the people are helpful. If you arrive after 12:00 noon you may hit a line. It's clean and a decent atmosphere to catch a bite for lunch. The cornbeef sandwich is excellent.,4.0 star rating,0,0,0
1uoUdtQi_kNZd_J8QSoeQg,TXdK4HquUwcaFUlcAS0_YQ,_9EIx0AMRspVvWds8PHsLw,4/22/2008,"So, here's another McDonald's review. They practically surround me in the loop. I rarely go to this one because it's right next to the theatre district and Garrett's popcorn. Basically, it's the McD's that serves the tourists for this part of State Street. The interior is dark and has a mini marquee of the local theatres since it buts up against them. It also serves as a haven for the homeless that mill around that part of Randolph street. In terms of customer service, I've had your average experience here. For a McD's, the food quality isn't good and have had burnt fries here a few times. It's your basic McDonalds just not the best in the area.",2.0 star rating,1,1,0
hiVdzF19EA-8uZIPK3NatQ,kKr5sDnLWtagorr0XD7_hg,Vt9Wx1BrffJrZIOZAdUH0Q,6/16/2017,"It's an amazing place to see the night view in Chicago. We didn't have a food there, because it took more than a hour. We had a drink and enjoyed the view. The price was quite high than the most drink in bar. But I think I will come here again for enjoying the view.",4.0 star rating,0,0,0
1X67ECzod0BMA84mwpzEDg,tnhq-bCdzWsIRdYy1riENw,x6idOw2h9un9QaF7HvjuLQ,7/31/2013,"I can only speak for Freshii's breakfast items, smoothies, and their morning crew... but I am hooked! I visit Freshii basically every morning and I love love love their food. Healthy, delicious, and the wrap/oatmeal + coffee combos are very worth the buck. I often get peeved by bad customer service but the morning crew + Lewanda are awesome! Very friendly, courteous, and quick.",4.0 star rating,0,0,0
