restaurantID,name,location,reviewCount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber
OIJFmrg_CsYtKPri4b4sjg,Potbelly Sandwich Shop,"111 E Wacker Dr, Chicago, IL 60601 Neighborhood: b/t Water St & Michigan Ave",30 reviews,4.0 star rating,"Sandwiches,Fast Food,Soup","111 E Wacker Dr, Chicago, IL 60601","Mon 6:30 am 7:00 pm
Tue 6:30 am 7:00 pm
Wed 6:30 am 7:00 pm
Thu 6:30 am 7:00 pm
Fri 10:00 am 4:00 pm
Sat 
Sun 6:30 am 7:00 pm
",Yes,Yes,Garage,Casual,Yes,Under $10,No,Yes,Yes,NULL,No,No,Lunch,No,Average,Casual,No,Yes,NULL,potbelly.com,(312) 861-0013
4t55Sb9C0lnsCyuZhjcP0A,Wow Bao,"225 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Wacker Pl & Lake St",88 reviews,3.5 star rating,"Chinese,Asian Fusion,Mongolian","225 N Michigan Ave, Chicago, IL 60601","Mon 7:00 am 6:00 pm
Tue 7:00 am 6:00 pm
Wed 7:00 am 6:00 pm
Thu 7:00 am 6:00 pm
Fri 7:00 am 6:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,No,Under $10,No,No,Yes,No,No,Free,Lunch,No,Average,Casual,No,Yes,NULL,wowbao.com,(312) 226-2299
iYZZmQGHC28G-oZcIa4CUw,Sidebar Grille,"221 N La Salle St, Chicago, IL 60601 Neighborhood: b/t Haddock Pl & Lasalle St",253 reviews,3.5 star rating,"American (Traditional),Bars","221 N La Salle St, Chicago, IL 60601","Mon 11:00 am 11:00 pm
Tue 11:00 am 11:00 pm
Wed 11:00 am 11:00 pm
Thu 11:00 am 11:00 pm
Fri 11:00 am 11:00 pm
Sat 
Sun 
",No,Yes,Street,Casual,Yes,$11-30,Yes,No,Yes,NULL,No,Free,Lunch,Full Bar,Average,Casual,Yes,NULL,NULL,sidebargrille.com,(312) 739-3900
1WjfpwF1-tiKV6U0dtp3og,Chick-fil-A,"177 N State St, Ste 1A Neighborhood: b/t Benton Pl & Lake St",174 reviews,4.0 star rating,Fast Food,"177 N State St, Ste 1A","Mon 6:30 am 9:45 pm
Tue 6:30 am 10:00 pm
Wed 6:30 am 10:00 pm
Thu 6:30 am 10:00 pm
Fri 6:30 am 10:00 pm
Sat 8:00 am 10:00 pm
Sun 
",Yes,Yes,Street,Casual,Yes,Under $10,No,No,Yes,NULL,No,Free,Lunch,No,Average,Casual,No,Yes,NULL,chick-fil-a.com,(312) 419-1522
Nj1S50plrXjrchoDuNT95Q,Bombay Wraps,"122 N Wells St, Chicago, IL 60606 Neighborhood: The Loop",390 reviews,4.0 star rating,"Indian,Vegetarian,Wraps","122 N Wells St, Chicago, IL 60606","Mon 10:00 am 6:00 pm
Tue 10:00 am 6:00 pm
Wed 10:00 am 6:00 pm
Thu 10:00 am 6:00 pm
Fri 10:00 am 6:00 pm
Sat 11:00 am 3:00 pm
Sun 
",Yes,Yes,"Garage, Street",Casual,Yes,Under $10,No,Yes,Yes,NULL,Yes,No,Lunch,No,Average,Casual,Yes,Yes,NULL,bombaywraps.com,(312) 739-9727
8qZyXQDIavElB-UTnLnPUw,Randolph Tavern,"188 W Randolph St, Chicago, IL 60601 Neighborhood: b/t Stetson Ave & Beaubien Ct",299 reviews,3.0 star rating,"Pubs,American (New)","188 W Randolph St, Chicago, IL 60601","Mon 11:00 am 10:00 pm
Tue 11:00 am 10:00 pm
Wed 11:00 am 10:00 pm
Thu 11:00 am 10:00 pm
Fri 11:00 am 10:00 pm
Sat 5:00 pm 10:00 pm
Sun 5:00 pm 9:00 pm
",No,Yes,"Garage, Street",Casual,Yes,$11-30,Yes,No,Yes,NULL,No,NULL,Lunch,Full Bar,Loud,Casual,NULL,NULL,NULL,randolphtavern.com,(312) 683-3280
kFbnhGBunOGVxxCC19MBuQ,New Orleans Kitchen,"100 W Randolph St, Atrium Mall Neighborhood: b/t Michigan Ave & Beaubien Ct",53 reviews,3.5 star rating,Cajun/Creole,"100 W Randolph St, Atrium Mall","Mon 9:15 am 4:00 pm
Tue 9:15 am 4:00 pm
Wed 9:15 am 4:00 pm
Thu 9:15 am 4:00 pm
Fri 9:15 am 4:00 pm
Sat 
Sun 
",Yes,Yes,"Garage, Street",Casual,Yes,Under $10,Yes,No,Yes,NULL,No,Free,NULL,No,Average,Casual,No,No,NULL,neworleans-kitchen.com,(312) 263-1737
2ZURzjCMKBBClbafMY0eHw,Tokyo Lunch Boxes,"111 E Wacker Dr, Chicago, IL 60601 Neighborhood: b/t Water St & Michigan Ave",21 reviews,3.0 star rating,Japanese,"111 E Wacker Dr, Chicago, IL 60601","Mon 8:00 am 4:00 pm
Tue 8:00 am 4:00 pm
Wed 8:00 am 4:00 pm
Thu 8:00 am 4:00 pm
Fri 8:00 am 4:00 pm
Sat 8:00 am 4:00 pm
Sun 8:00 am 4:00 pm
",No,Yes,NULL,Casual,No,Under $10,No,No,Yes,NULL,No,No,NULL,No,NULL,NULL,No,NULL,NULL,NULL,(312) 938-4450
I7wsZrUFrex9OSIHP-nwrw,The Commons Club,"203 N Wabash Ave, Fl 2 Neighborhood: b/t Haddock Pl & Lake St",56 reviews,4.0 star rating,"Bars,American (Traditional),Venues & Event Spaces","203 N Wabash Ave, Fl 2","Mon 11:00 am 11:00 pm
Tue 11:00 am 11:00 pm
Wed 11:00 am 11:00 pm
Thu 11:00 am 1:00 am
Fri 11:00 am 1:00 am
Sat 11:00 am 1:00 am
Sun 11:00 am 11:00 pm
",No,Yes,Valet,Casual,Yes,$11-30,Yes,No,No,NULL,No,NULL,NULL,Full Bar,Average,Trendy,NULL,NULL,Yes,commonsclub.com,(312) 940-4747
ImnN3MAT6bz6XIepMs6nIQ,Protein Bar,"151 N Michigan Ave, Chicago, IL 60601 Neighborhood: at Randolph St",123 reviews,4.0 star rating,"American (New),Vegan,Gluten-Free","151 N Michigan Ave, Chicago, IL 60601","Mon 7:00 am 8:00 pm
Tue 7:00 am 8:00 pm
Wed 7:00 am 8:00 pm
Thu 7:00 am 8:00 pm
Fri 7:00 am 8:00 pm
Sat 9:00 am 6:00 pm
Sun 9:00 am 6:00 pm
",Yes,Yes,Street,Casual,No,Under $10,No,No,Yes,No,No,Free,"Breakfast, Lunch",No,Average,Casual,Yes,NULL,Yes,theproteinbar.com,(312) 374-1459
l6DMsJBpFVTkngK8aECoig,El Jardin,"303 E Wacker Dr, Chicago, IL 60601 Neighborhood: b/t Columbus Dr & Field Blvd",7 reviews,3.5 star rating,"Mexican,Delis,Breakfast & Brunch","303 E Wacker Dr, Chicago, IL 60601",NULL,Yes,No,NULL,Casual,Yes,Under $10,No,No,Yes,No,No,No,Brunch,No,Average,NULL,No,No,NULL,NULL,NULL
xM3rdKK2YiazFDD4GnjZ8A,Stetsons Modern Steak + Sushi,"151 E Wacker Dr, Chicago, IL 60601 Neighborhood: b/t Beaubien Ct & Stetson Ave",145 reviews,4.0 star rating,"Sushi Bars,Steakhouses,Seafood","151 E Wacker Dr, Chicago, IL 60601","Mon 
Tue 5:00 pm 10:00 pm
Wed 5:00 pm 10:00 pm
Thu 5:00 pm 10:00 pm
Fri 5:00 pm 10:00 pm
Sat 5:00 pm 10:00 pm
Sun 
",No,Yes,Valet,Casual,Yes,$31-60,Yes,No,No,NULL,No,Free,Dinner,Full Bar,Average,"Classy, Upscale",Yes,No,NULL,stetsonschicago.com,(312) 239-4491
X7KOsmDJ3g_VBMoTJcl2WQ,Dia De Los Tamales,"108 N State St, Chicago, IL 60602 Neighborhood: b/t Court Pl & Washington St",10 reviews,3.5 star rating,NULL,"108 N State St, Chicago, IL 60602","Mon 7:00 am 7:00 pm
Tue 7:00 am 7:00 pm
Wed 7:00 am 7:00 pm
Thu 7:00 am 7:00 pm
Fri 7:00 am 7:00 pm
Sat 
Sun 
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,NULL,NULL
jkJgeuxKApa5Ok4e3_oe4Q,McCormick & Schmick’s Seafood & Steaks,"1 E Wacker Dr, Chicago, IL 60601 Neighborhood: at Wabash Ave",370 reviews,3.0 star rating,"Seafood,Steakhouses","1 E Wacker Dr, Chicago, IL 60601","Mon 11:30 am 10:00 pm
Tue 11:30 am 10:00 pm
Wed 11:30 am 10:00 pm
Thu 11:30 am 10:00 pm
Fri 11:30 am 11:00 pm
Sat 4:00 pm 11:00 pm
Sun 4:00 pm 9:00 pm
",No,Yes,NULL,Casual,Yes,$31-60,Yes,No,Yes,Yes,Yes,Free,Dinner,Full Bar,Average,Classy,Yes,No,NULL,mccormickandschmicks.com,(312) 923-7226
ZtwFEooLpf9wMv6saSIJrw,Filini,"221 N Columbus Dr, Chicago, IL 60601 Neighborhood: b/t Water St & Lower South Water",186 reviews,3.5 star rating,"Italian,Bars","221 N Columbus Dr, Chicago, IL 60601","Mon 6:30 am 10:00 pm
Tue 6:30 am 10:00 pm
Wed 6:30 am 10:00 pm
Thu 6:30 am 10:00 pm
Fri 6:30 am 10:00 pm
Sat 6:30 am 10:00 pm
Sun 6:30 am 10:00 pm
",No,Yes,Valet,Casual,Yes,$11-30,Yes,No,Yes,NULL,Yes,No,Dinner,Full Bar,Average,Trendy,No,No,NULL,filinichicago.com,(312) 477-0234
wN0qoT6RqL0IUxMf_318rA,Pita Express,"100 W Randolph St, Chicago, IL 60601 Neighborhood: b/t Michigan Ave & Beaubien Ct",77 reviews,4.0 star rating,Mediterranean,"100 W Randolph St, Chicago, IL 60601","Mon 8:00 am 3:00 pm
Tue 8:00 am 3:00 pm
Wed 8:00 am 3:00 pm
Thu 8:00 am 3:00 pm
Fri 8:00 am 3:00 pm
Sat 
Sun 
",Yes,Yes,Garage,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,Lunch,No,Quiet,NULL,No,Yes,NULL,NULL,(312) 422-0422
JLTa7JFqkfv5LRKvELSCdg,The Fat Shallot,"77 W. Adams St., Revival Food Hall Neighborhood: The Loop",8 reviews,5.0 star rating,"Beer, Wine & Spirits,Ice Cream & Frozen Yogurt,Sandwiches","77 W. Adams St., Revival Food Hall",NULL,Yes,Yes,NULL,Casual,Yes,$11-30,No,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ugSIP2rgLbJobTJIHdd8nA,Market Creations Prudential Plaza,"130 E Randolph St, Chicago, IL 60601 Neighborhood: The Loop",61 reviews,3.5 star rating,"Asian Fusion,Buffets,Dim Sum","130 E Randolph St, Chicago, IL 60601","Mon 6:30 am 3:00 pm
Tue 6:30 am 3:00 pm
Wed 6:30 am 3:00 pm
Thu 6:30 am 3:00 pm
Fri 6:30 am 3:00 pm
Sat 
Sun 
",Yes,Yes,Street,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,Lunch,No,Average,Casual,No,Yes,NULL,marketcreationscafe.com,(312) 540-0085
y1wiz7jtgV1oiYkYlr1xfg,ETA Restaurant + Bar,", Neighborhood: at Illinois St",10 reviews,3.5 star rating,"American (New),Cocktail Bars,Comfort Food",",","Mon 6:30 am 11:00 am 11:30 am 2:30 pm 5:30 pm 9:00 pm
Tue 6:30 am 11:00 am 11:30 am 2:30 pm 5:30 pm 9:00 pm
Wed 6:30 am 11:00 am 11:30 am 2:30 pm 5:30 pm 9:00 pm
Thu 6:30 am 11:00 am 11:30 am 2:30 pm 5:30 pm 9:00 pm
Fri 6:30 am 11:00 am 11:30 am 2:30 pm 5:30 pm 10:00 pm
Sat 7:00 am 2:30 pm 5:30 pm 10:00 pm
Sun 7:00 am 2:30 pm 5:30 pm 10:00 pm
",Yes,Yes,Valet,Casual,Yes,$11-30,Yes,No,Yes,NULL,No,Free,NULL,Full Bar,Quiet,NULL,NULL,NULL,Yes,etarestaurantandbar.com,(312) 840-6605
jPkbsGAke4HMHODgXM0Djg,Bockwinkel’s,"222 N Columbus Dr, Chicago, IL 60601 Neighborhood: b/t Water St & Lower South Water",104 reviews,3.5 star rating,"Grocery,Delis","222 N Columbus Dr, Chicago, IL 60601","Mon 7:00 am 12:00 am
Tue 7:00 am 12:00 am
Wed 7:00 am 12:00 am
Thu 7:00 am 12:00 am
Fri 7:00 am 12:00 am
Sat 7:00 am 12:00 am
Sun 7:00 am 12:00 am
",Yes,Yes,Street,Casual,No,Under $10,No,No,Yes,No,Yes,No,Lunch,Beer & Wine Only,Average,Casual,No,No,Yes,bockwinkels.com,(312) 228-9920
8zq6cLf45IV4vL_Ctasx2A,Sixteen,"401 N Wabash Ave, Chicago, IL 60611 Neighborhood: b/t Kinzie St & Hubbard St",393 reviews,3.5 star rating,"American (New),Breakfast & Brunch,Bars","401 N Wabash Ave, Chicago, IL 60611","Mon 6:30 am 10:00 pm
Tue 6:30 am 10:00 pm
Wed 6:30 am 10:00 pm
Thu 6:30 am 10:00 pm
Fri 6:30 am 10:00 pm
Sat 6:30 am 10:00 pm
Sun 6:30 am 10:00 pm
",No,Yes,Valet,Dressy,Yes,Above $61,Yes,No,No,Yes,Yes,No,NULL,Full Bar,Quiet,"Classy, Upscale",No,No,Yes,sixteenchicago.com,(312) 588-8030
Em3GSPR2REgo6HFEmFkepQ,Market Creations Cafe,", Neighborhood: b/t Madison St & Arcade Pl",6 reviews,5.0 star rating,NULL,",","Mon 6:00 am 9:30 am 11:00 am 2:00 pm
Tue 6:00 am 9:30 am 11:00 am 2:00 pm
Wed 6:00 am 9:30 am 11:00 am 2:00 pm
Thu 6:00 am 9:30 am 11:00 am 2:00 pm
Fri 6:00 am 9:30 am 11:00 am 2:00 pm
Sat 7:00 am 10:00 am
Sun 7:00 am 10:00 am
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,marketcreationscafe.com,(312) 877-5344
qY7AHkUtFJC9K6uJFdYwTA,Roti Modern Mediterranean,"80 E Lake St, Chicago, IL 60601 Neighborhood: b/t Dearborn St & Michigan Ave",24 reviews,3.5 star rating,Mediterranean,"80 E Lake St, Chicago, IL 60601","Mon 10:00 am 9:00 pm
Tue 10:00 am 9:00 pm
Wed 10:00 am 9:00 pm
Thu 10:00 am 9:00 pm
Fri 10:00 am 9:00 pm
Sat 11:00 am 8:00 pm
Sun 
",Yes,Yes,Street,Casual,No,Under $10,No,No,Yes,No,Yes,Free,Lunch,Beer & Wine Only,Loud,NULL,No,NULL,Yes,roti.com,(312) 924-9031
jVgAKYcXZph6ILNcVzRzuQ,Nando’s PERi-PERi,"117 E Lake St, Chicago, IL 60601 Neighborhood: b/t Stetson Ave & Beaubien Ct",52 reviews,3.5 star rating,"Portuguese,South African,Chicken Shop","117 E Lake St, Chicago, IL 60601","Mon 11:00 am 10:00 pm
Tue 11:00 am 10:00 pm
Wed 11:00 am 10:00 pm
Thu 11:00 am 10:00 pm
Fri 11:00 am 11:00 pm
Sat 11:00 am 11:00 pm
Sun 11:00 am 10:00 pm
",Yes,Yes,NULL,Casual,Yes,$11-30,No,No,Yes,NULL,Yes,Free,"Lunch, Dinner",Beer & Wine Only,NULL,"Casual, Trendy",No,NULL,NULL,nandosperiperi.com,(312) 729-5340
YnpFjtWh_RCznkhDWKRHAQ,Early Society,"77 W Wacker Dr, Chicago, IL 60601 Neighborhood: b/t Lower Wacker Dr & Michigan Ave",39 reviews,3.0 star rating,"Cocktail Bars,Gastropubs","77 W Wacker Dr, Chicago, IL 60601","Mon 9:00 am 8:00 pm
Tue 9:00 am 8:00 pm
Wed 9:00 am 8:00 pm
Thu 9:00 am 8:00 pm
Fri 9:00 am 8:00 pm
Sat 12:00 pm 12:00 am
Sun 
",No,Yes,NULL,Casual,Yes,$11-30,Yes,Yes,Yes,Yes,Yes,Free,"Breakfast, Lunch",Full Bar,Average,Hipster,Yes,NULL,Yes,earlysociety.com,(312) 631-3991
RTUVUrWF5_PN1Bsugk8--g,City Social,"120 North LaSalle St, Chicago, IL 60602 Neighborhood: The Loop",65 reviews,3.0 star rating,"American (Traditional),Bars","120 North LaSalle St, Chicago, IL 60602",NULL,No,Yes,Street,Casual,Yes,$11-30,Yes,No,Yes,NULL,Yes,Free,Lunch,Full Bar,Very Loud,NULL,Yes,NULL,NULL,citysocialchicago.com,(312) 888-2968
ow4nbP42cVK5zQxiW4D86A,Plymouth Rooftop Bar & Grill,"327 S Plymouth Ct, Chicago, IL 60604 Neighborhood: The Loop",398 reviews,3.0 star rating,"American (Traditional),Bars","327 S Plymouth Ct, Chicago, IL 60604","Mon 11:00 am 12:00 am
Tue 11:00 am 12:00 am
Wed 11:00 am 12:00 am
Thu 11:00 am 12:00 am
Fri 11:00 am 12:00 am
Sat 3:00 pm 12:00 am
Sun 
",No,Yes,"Garage, Street, Validated",Casual,Yes,$11-30,Yes,Yes,Yes,NULL,Yes,No,Dinner,Full Bar,Average,Casual,Yes,NULL,NULL,plymouthgrill.com,(312) 362-1212
ojZ95yYtBVIsTJQpbbSwsw,Noodles & Company,"180 N Michigan Ave, Chicago, IL 60601 Neighborhood: at Lake St",208 reviews,3.0 star rating,Noodles,"180 N Michigan Ave, Chicago, IL 60601","Mon 10:00 am 10:00 pm
Tue 10:00 am 10:00 pm
Wed 10:00 am 10:00 pm
Thu 10:00 am 10:00 pm
Fri 10:00 am 10:00 pm
Sat 11:00 am 10:00 pm
Sun 11:00 am 10:00 pm
",Yes,Yes,Street,Casual,Yes,Under $10,No,No,Yes,No,No,No,Lunch,No,Average,Casual,No,Yes,Yes,noodles.com,(312) 981-7110
KzZFCaXVo68eRa08nvW97Q,Bassment,"353 W Hubbard St, Lower Level Neighborhood: River North, Near North Side",89 reviews,3.5 star rating,"American (New),Cocktail Bars,Music Venues","353 W Hubbard St, Lower Level","Mon 
Tue 
Wed 8:00 pm 2:00 am
Thu 8:00 pm 2:00 am
Fri 8:00 pm 2:00 am
Sat 8:00 pm 3:00 am
Sun 
",No,Yes,"Valet, Street",Casual,Yes,$31-60,Yes,No,No,NULL,NULL,NULL,Late Night,Full Bar,Loud,"Trendy, Intimate",NULL,NULL,Yes,thebassmentchicago.com,(312) 386-5778
3PmkhCIxg8dBZQSvdp83kw,Goddess And The Baker,"225 N Lasalle St, Chicago, IL 60601 Neighborhood: The Loop",214 reviews,3.5 star rating,"Coffee & Tea,Bakeries,Breakfast & Brunch","225 N Lasalle St, Chicago, IL 60601","Mon 7:00 am 8:00 pm
Tue 7:00 am 8:00 pm
Wed 7:00 am 8:00 pm
Thu 7:00 am 8:00 pm
Fri 7:00 am 8:00 pm
Sat 8:00 am 8:00 pm
Sun 8:00 am 6:00 pm
",Yes,Yes,NULL,Casual,Yes,$11-30,No,No,Yes,Yes,No,Free,"Breakfast, Brunch, Lunch",No,Average,"Hipster, Casual, Trendy",No,Yes,NULL,goddessandthebaker.com,(312) 374-3625
MmO-o3OOgfkT4Rvhqi_mxg,Hannah’s Bretzel,"66 West Randolph St, Chicago, IL 60601 Neighborhood: b/t Wabash Ave & Garland Ct",15 reviews,3.5 star rating,Sandwiches,"66 West Randolph St, Chicago, IL 60601",NULL,No,Yes,NULL,Casual,No,$11-30,No,No,Yes,NULL,No,Free,Lunch,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL
dOAj9yI4Y5JsBxQX5D6NBQ,Prosecco,"710 N Wells St, Chicago, IL 60654 Neighborhood: River North, Near North Side",578 reviews,4.0 star rating,Italian,"710 N Wells St, Chicago, IL 60654","Mon 11:30 am 9:00 pm
Tue 11:30 am 9:00 pm
Wed 11:30 am 9:00 pm
Thu 11:30 am 10:00 pm
Fri 11:30 am 10:00 pm
Sat 5:00 pm 10:00 pm
Sun 
",No,Yes,"Valet, Street",Dressy,Yes,$31-60,Yes,No,Yes,NULL,Yes,Free,Dinner,Full Bar,Average,"Romantic, Classy",No,No,NULL,prosecco.us.com,(312) 951-9500
xT9OM3wztrQwObecCHpMBA,Benny’s Chop House,"444 N Wabash Ave, Chicago, IL 60611 Neighborhood: b/t Hubbard St & Illinois St",550 reviews,4.0 star rating,"Steakhouses,American (New),Seafood","444 N Wabash Ave, Chicago, IL 60611","Mon 11:30 am 12:00 am
Tue 11:30 am 12:00 am
Wed 11:30 am 12:00 am
Thu 11:30 am 12:00 am
Fri 11:30 am 12:00 am
Sat 11:30 am 12:00 am
Sun 11:30 am 12:00 am
",No,Yes,"Valet, Street",Dressy,Yes,Above $61,Yes,No,Yes,NULL,No,Free,Dinner,Full Bar,Average,"Classy, Upscale",Yes,No,NULL,bennyschophouse.com,(312) 626-2444
21D0_8YEyT7I69iwY6XIlQ,M Burger,"100 W Randolph St, The Atrium Mall Neighborhood: b/t Michigan Ave & Beaubien Ct",102 reviews,3.0 star rating,"Burgers,Fast Food,Ice Cream & Frozen Yogurt","100 W Randolph St, The Atrium Mall","Mon 7:00 am 5:00 pm
Tue 7:00 am 5:00 pm
Wed 7:00 am 5:00 pm
Thu 7:00 am 5:00 pm
Fri 7:00 am 5:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,No,No,No,Lunch,No,Average,Casual,No,No,NULL,mburgerchicago.com,(312) 578-1478
L8WtXaZr2EBLUwIJ9zyqUQ,America’s Dog and Burger,"22 E Randolph St, Chicago, IL 60601 Neighborhood: b/t Wabash Ave & State St",196 reviews,3.5 star rating,"Hot Dogs,Salad,Burgers","22 E Randolph St, Chicago, IL 60601","Mon 10:00 am 8:00 pm
Tue 10:00 am 8:00 pm
Wed 10:00 am 8:00 pm
Thu 10:00 am 8:00 pm
Fri 10:00 am 8:00 pm
Sat 10:00 am 8:00 pm
Sun 10:00 am 6:00 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,Yes,Yes,No,No,No,Lunch,No,Average,Casual,No,Yes,NULL,adbfresh.com,(312) 345-0100
7a9BG-eTJahBhyhqKqba5w,Vivere,"71 W Monroe St, Chicago, IL 60603 Neighborhood: b/t Wabash Ave & Michigan Ave",120 reviews,3.5 star rating,Italian,"71 W Monroe St, Chicago, IL 60603","Mon 11:30 am 8:30 pm
Tue 11:30 am 8:30 pm
Wed 11:30 am 8:30 pm
Thu 11:30 am 8:30 pm
Fri 5:00 pm 9:00 pm
Sat 4:45 pm 9:00 pm
Sun 
",No,Yes,Valet,Dressy,Yes,$31-60,Yes,No,No,NULL,No,Free,Dinner,Full Bar,Average,NULL,Yes,No,NULL,vivere-chicago.com,(312) 332-7005
wEJLvvg9s_nQwv86hm3sVQ,Seven Bar and Restaurant,"400 E Randolph St, Fl 7 Neighborhood: at Field Blvd",37 reviews,3.0 star rating,"American (Traditional),Pizza,Lounges","400 E Randolph St, Fl 7","Mon 3:00 pm 2:00 am
Tue 3:00 pm 2:00 am
Wed 3:00 pm 2:00 am
Thu 3:00 pm 2:00 am
Fri 3:00 pm 2:00 am
Sat 3:00 pm 2:00 am
Sun 3:00 pm 12:00 am
",Yes,Yes,"Street, Private Lot, Validated",Casual,Yes,$11-30,Yes,Yes,Yes,NULL,No,Free,Late Night,Full Bar,Average,NULL,Yes,Yes,NULL,sevenrestaurant.org,(312) 856-9526
bbJOsnKN0nNkYmnDHOdAwQ,Emerald Loop,"216 N Wabash Ave, Chicago, IL 60601 Neighborhood: b/t Haddock Pl & Lake St",400 reviews,3.5 star rating,"Restaurants,Irish Pub,Sports Bars","216 N Wabash Ave, Chicago, IL 60601","Mon 11:00 am 2:00 pm
Tue 11:00 am 2:00 pm
Wed 11:00 am 2:00 pm
Thu 11:00 am 2:00 pm
Fri 11:00 am 2:00 pm
Sat 9:00 am 3:00 am
Sun 9:00 am 1:00 am
",No,Yes,"Garage, Street",Casual,Yes,$11-30,Yes,Yes,Yes,NULL,Yes,Free,"Lunch, Dinner, Late Night",Full Bar,Average,Casual,Yes,Yes,NULL,emeraldloop.com,(312) 263-0200
TCnRHh40_HxhHj0Xz6XK9A,Pizzeria Due,"619 N Wabash Ave, Chicago, IL 60611 Neighborhood: b/t Ohio St & Ontario St",823 reviews,3.5 star rating,"Pizza,American (Traditional),American (New)","619 N Wabash Ave, Chicago, IL 60611","Mon 11:00 am 1:00 am
Tue 11:00 am 1:00 am
Wed 11:00 am 1:00 am
Thu 11:00 am 1:00 am
Fri 11:00 am 2:00 am
Sat 11:00 am 2:00 am
Sun 11:00 am 1:00 am
",Yes,Yes,"Street, Validated",Casual,Yes,$11-30,Yes,No,Yes,NULL,Yes,Free,"Lunch, Dinner",Full Bar,Average,Casual,Yes,Yes,NULL,762.unos.com/zgrid/proc/site/…,(312) 943-2400
YMSM63ZnGDW2hbb6rvr8kA,O’Briens Riverwalk Cafe,"45 E Riverwalk S, Chicago, IL 60601 Neighborhood: The Loop",151 reviews,2.0 star rating,"American (Traditional),Cafes","45 E Riverwalk S, Chicago, IL 60601","Mon 11:00 am 9:00 pm
Tue 11:00 am 9:00 pm
Wed 11:00 am 9:00 pm
Thu 11:00 am 9:00 pm
Fri 11:00 am 10:00 pm
Sat 9:00 am 10:00 pm
Sun 9:00 am 9:00 pm
",Yes,Yes,NULL,Casual,Yes,$11-30,No,No,No,NULL,Yes,No,Lunch,Full Bar,Average,Casual,No,No,NULL,NULL,(312) 346-3131
kbtisZOD6By-10jvCXgpoA,Corner Bakery Cafe,"360 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Lower Wacker Dr & Wacker Dr",138 reviews,3.0 star rating,"Caterers,Breakfast & Brunch,Sandwiches","360 N Michigan Ave, Chicago, IL 60601","Mon 6:30 am 8:30 pm
Tue 6:30 am 8:30 pm
Wed 6:30 am 8:30 pm
Thu 6:30 am 8:30 pm
Fri 6:30 am 8:30 pm
Sat 6:30 am 8:30 pm
Sun 6:30 am 7:00 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,Yes,Yes,Free,"Breakfast, Lunch",No,Average,Casual,No,NULL,NULL,NULL,(312) 236-2400
C4vOSg6AWI5PpTlbYViSYg,Jason’s Deli,"195 N Dearborn St, Chicago, IL 60601 Neighborhood: b/t Lake St & Couch Pl",94 reviews,3.5 star rating,"Delis,Sandwiches,Salad","195 N Dearborn St, Chicago, IL 60601","Mon 10:00 am 8:00 pm
Tue 10:00 am 8:00 pm
Wed 10:00 am 8:00 pm
Thu 10:00 am 8:00 pm
Fri 10:00 am 8:00 pm
Sat 
Sun 
",Yes,Yes,Garage,Casual,Yes,Under $10,No,Yes,Yes,Yes,No,Free,Lunch,No,Average,Casual,No,Yes,NULL,jasonsdeli.com,(312) 750-1318
2G_LdsOLFtHhekimlOeRcw,Mezza Mediterranean Grill,"225 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Wacker Pl & Lake St",64 reviews,3.5 star rating,Mediterranean,"225 N Michigan Ave, Chicago, IL 60601","Mon 11:00 am 3:00 pm
Tue 11:00 am 3:00 pm
Wed 11:00 am 3:00 pm
Thu 11:00 am 3:00 pm
Fri 11:00 am 3:00 pm
Sat 
Sun 
",Yes,Yes,Garage,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,Lunch,No,Average,Casual,No,Yes,NULL,mezzagrill.com,(312) 729-2884
